ID,TARGET,proba_bom_pagador_label_0,proba_mau_pagador_label_1
32772,0,0.69140184,0.30859813
62039,0,0.7656,0.23439996
48280,0,0.7668032,0.23319678
188698,0,0.60622877,0.39377123
281055,0,0.78239346,0.21760657
70012,1,0.48512816,0.51487184
220883,1,0.4829495,0.5170505
226607,1,0.45796663,0.5420334
312717,0,0.7027699,0.29723015
227706,1,0.43245393,0.56754607
204271,0,0.7228785,0.27712148
326053,0,0.7279023,0.27209774
217047,0,0.52434105,0.47565895
294086,1,0.29337025,0.70662975
160284,1,0.26531273,0.73468727
132594,1,0.38595438,0.6140456
139928,0,0.80176604,0.19823398
252815,0,0.70640814,0.29359183
294724,1,0.43791246,0.56208754
106991,0,0.6748738,0.32512614
117755,0,0.63887537,0.36112463
53197,1,0.48249876,0.51750124
296820,0,0.57953763,0.42046234
277538,1,0.3879695,0.6120305
200729,0,0.7597197,0.24028024
127899,1,0.46576685,0.53423315
194728,0,0.63223076,0.3677692
168748,1,0.33965015,0.66034985
16846,0,0.749598,0.25040197
148575,0,0.741245,0.25875503
249009,0,0.6762226,0.32377738
290403,0,0.5742861,0.42571393
227296,0,0.6929548,0.3070452
170581,0,0.82494104,0.17505899
233786,1,0.21495843,0.7850416
168839,0,0.69995284,0.30004713
255084,0,0.8677325,0.13226745
330132,1,0.38599843,0.6140016
270595,0,0.62997025,0.37002975
210325,0,0.58389515,0.41610485
32103,0,0.7080581,0.29194188
199470,0,0.75756955,0.24243046
36261,0,0.5287514,0.47124863
161288,0,0.7667552,0.23324476
13623,1,0.41948575,0.58051425
115883,1,0.47217578,0.5278242
279676,0,0.75384474,0.24615526
134923,0,0.6286627,0.37133726
142879,0,0.7342478,0.26575223
178054,1,0.48243123,0.51756877
272397,0,0.74293053,0.25706944
195305,0,0.5911839,0.40881607
41211,0,0.58805525,0.41194475
48109,0,0.5241457,0.4758543
218823,0,0.6840401,0.31595987
275868,0,0.7844042,0.21559577
143669,0,0.6460415,0.35395846
21543,0,0.6571497,0.34285033
212217,1,0.49734867,0.50265133
276166,0,0.6519198,0.34808022
7622,0,0.6193424,0.3806576
170244,1,0.29465455,0.70534545
100199,1,0.27089554,0.72910446
126113,0,0.7126304,0.28736964
114932,1,0.38418394,0.61581606
296417,0,0.5733019,0.4266981
129424,1,0.48365754,0.51634246
137328,1,0.30552405,0.69447595
7194,0,0.6412915,0.3587085
121119,0,0.5032684,0.49673158
104503,0,0.7456363,0.25436372
214242,1,0.37842363,0.62157637
101038,0,0.5580981,0.44190192
154502,0,0.79562813,0.20437185
278357,0,0.6388058,0.3611942
114749,0,0.53549314,0.4645069
184596,0,0.77437687,0.2256231
129247,0,0.6713979,0.32860205
286929,1,0.40636444,0.59363556
172804,0,0.6489056,0.35109442
323023,0,0.8113426,0.18865743
190626,0,0.6141207,0.3858793
182584,1,0.4518866,0.5481134
163720,1,0.39822775,0.60177225
200053,0,0.76342,0.23658
236090,0,0.5179702,0.48202977
253772,0,0.8556737,0.14432636
172817,0,0.68656206,0.3134379
170055,1,0.41134858,0.5886514
319178,0,0.75660884,0.24339117
314508,0,0.7258217,0.27417833
238054,0,0.5356271,0.46437287
117632,0,0.6510143,0.34898567
113875,0,0.6667242,0.33327577
161732,1,0.40513748,0.5948625
77553,1,0.4046495,0.5953505
224004,0,0.7809442,0.21905579
61782,0,0.76702076,0.23297925
322194,1,0.39557976,0.60442024
151014,0,0.9243473,0.07565272
301706,0,0.5996132,0.40038684
316834,0,0.72740835,0.27259165
37866,0,0.7518676,0.2481324
241901,0,0.62877995,0.37122005
65132,0,0.7988908,0.20110917
47452,0,0.507094,0.49290597
85855,1,0.33485222,0.6651478
176154,0,0.57999814,0.42000186
123464,1,0.3932264,0.6067736
122717,0,0.6813174,0.3186826
39302,0,0.52998656,0.47001344
194429,0,0.61500734,0.38499266
324416,0,0.6416054,0.3583946
113830,0,0.7009798,0.29902014
167105,1,0.31931686,0.68068314
139056,0,0.851752,0.14824803
132875,1,0.45095563,0.5490444
88596,1,0.20649427,0.7935057
125794,0,0.6165273,0.3834727
125282,0,0.8191997,0.18080035
285636,1,0.39564282,0.6043572
74677,0,0.72481334,0.27518663
134836,1,0.4465242,0.5534758
244614,0,0.6004375,0.39956248
5969,0,0.8530741,0.14692596
183077,1,0.48490155,0.51509845
166621,1,0.41555727,0.58444273
120218,1,0.49506378,0.5049362
15511,0,0.83035815,0.16964188
190180,0,0.7943074,0.20569259
112551,0,0.67357254,0.32642746
35954,1,0.27888912,0.7211109
284873,0,0.7031885,0.29681152
12857,0,0.589605,0.41039506
328622,0,0.5682416,0.43175843
28956,0,0.6278174,0.37218258
104551,1,0.4511472,0.5488528
27613,1,0.49895334,0.50104666
112617,0,0.583833,0.416167
43320,0,0.8663678,0.1336322
14266,1,0.45279634,0.54720366
287930,1,0.42076886,0.57923114
282174,1,0.28054792,0.7194521
223871,1,0.33750337,0.6624966
110084,0,0.63194215,0.36805788
278699,0,0.73849535,0.26150465
184923,1,0.45773447,0.54226553
94371,1,0.47361112,0.5263889
282959,0,0.5050241,0.4949759
231133,0,0.6655997,0.3344003
55730,0,0.58547944,0.41452056
218527,0,0.72380435,0.27619568
180101,0,0.68767333,0.31232664
221234,0,0.58933187,0.41066813
69450,0,0.7445856,0.25541443
214284,0,0.7773128,0.22268717
40053,0,0.5291543,0.47084573
93002,1,0.40572768,0.5942723
144016,1,0.3807959,0.6192041
176353,0,0.50566566,0.49433437
237201,1,0.48970437,0.5102956
239955,0,0.77251875,0.22748126
214069,1,0.28106397,0.718936
131292,0,0.5019983,0.49800166
304000,0,0.5490341,0.4509659
307191,0,0.64506096,0.35493904
18714,0,0.74136305,0.25863698
2875,0,0.7605631,0.23943691
145562,0,0.6436844,0.35631558
95720,0,0.6393747,0.36062533
147789,0,0.9012,0.098799996
211926,0,0.80366844,0.19633158
73807,0,0.6338717,0.36612833
116455,1,0.43085724,0.56914276
250694,0,0.6297713,0.3702287
54597,1,0.4306026,0.5693974
260211,0,0.61636466,0.38363534
19020,0,0.6585963,0.3414037
265942,0,0.707497,0.29250303
254469,0,0.6849935,0.31500652
212071,0,0.6303232,0.3696768
79754,1,0.41763943,0.58236057
222505,0,0.7037444,0.2962556
231106,0,0.6434294,0.35657057
39022,1,0.37975913,0.62024087
113660,0,0.5306196,0.4693804
308019,0,0.6482172,0.35178283
54587,0,0.7797964,0.22020358
308128,1,0.37389344,0.62610656
151078,1,0.41908902,0.580911
11956,0,0.832569,0.16743103
40145,1,0.46391332,0.5360867
156719,0,0.70969474,0.29030523
13639,0,0.5271927,0.47280732
269986,0,0.528501,0.47149903
180364,1,0.35520667,0.64479333
77455,0,0.59854746,0.40145254
77000,0,0.7391958,0.26080418
74079,1,0.4852361,0.5147639
182885,0,0.5402862,0.4597138
293067,1,0.39131927,0.6086807
163760,0,0.67675316,0.3232468
30459,1,0.44970155,0.55029845
203034,1,0.3728333,0.6271667
287614,1,0.43350816,0.56649184
207508,1,0.4057426,0.5942574
55010,0,0.7531736,0.24682644
2676,0,0.55658674,0.4434133
23859,1,0.3182562,0.6817438
32973,0,0.5280596,0.47194037
26088,1,0.21592754,0.78407246
111155,0,0.721085,0.278915
210375,0,0.60561526,0.3943847
137846,0,0.57947516,0.42052487
235379,0,0.5422638,0.4577362
63224,0,0.58365554,0.41634446
323527,0,0.56434643,0.43565354
258300,0,0.535416,0.46458396
164974,0,0.705675,0.294325
221865,0,0.5312004,0.4687996
268769,0,0.7312646,0.26873544
94644,1,0.3311187,0.6688813
19796,0,0.796225,0.20377499
48903,0,0.5902944,0.40970558
243131,0,0.5760293,0.42397067
201691,0,0.58310425,0.41689575
172226,1,0.3707881,0.6292119
163079,1,0.4773665,0.5226335
155327,0,0.52844787,0.4715521
195471,0,0.674665,0.325335
26554,0,0.5738281,0.42617193
292637,0,0.829332,0.17066804
8518,0,0.58079076,0.4192092
195136,0,0.5716884,0.42831162
304986,0,0.50715494,0.4928451
296749,1,0.2894159,0.7105841
103167,0,0.5054312,0.49456885
257669,0,0.550372,0.44962797
9955,1,0.49518555,0.50481445
183811,0,0.9254028,0.07459716
232677,0,0.5880854,0.41191462
199798,0,0.5083843,0.4916157
84144,0,0.8524514,0.14754863
284400,0,0.7163296,0.28367043
325375,0,0.7172144,0.2827856
125039,1,0.4580431,0.5419569
102854,1,0.45239753,0.5476025
292252,1,0.40199143,0.5980086
140795,0,0.6176791,0.38232088
46376,0,0.5630325,0.43696752
32100,0,0.70451504,0.29548496
43225,1,0.37724018,0.6227598
299610,0,0.74002266,0.2599773
323037,1,0.40939564,0.59060436
295046,0,0.669206,0.33079395
193362,0,0.8447939,0.15520611
173508,0,0.5599905,0.44000947
247133,0,0.6745113,0.32548866
47244,0,0.53405166,0.4659483
69190,1,0.33200824,0.66799176
75328,1,0.44371074,0.55628926
5782,1,0.438977,0.561023
185256,1,0.43827558,0.5617244
117564,0,0.63573354,0.36426646
207213,0,0.76402384,0.23597616
287997,0,0.7234783,0.27652165
156958,1,0.3920197,0.6079803
189599,0,0.69358945,0.30641055
199272,1,0.49995184,0.50004816
253327,1,0.4956311,0.5043689
41782,0,0.68349785,0.31650215
281660,0,0.62545085,0.37454915
255614,1,0.48806566,0.51193434
125839,0,0.75130415,0.24869584
246350,1,0.4306208,0.5693792
315444,0,0.6146902,0.3853098
282332,0,0.6463021,0.3536979
102497,0,0.65128183,0.34871817
77806,1,0.4134025,0.5865975
317853,0,0.62455344,0.37544653
7498,1,0.46452487,0.53547513
311082,1,0.4374609,0.5625391
171740,0,0.5953293,0.4046707
236266,0,0.60765135,0.39234868
151839,0,0.6021204,0.39787957
263596,0,0.53336453,0.46663544
221520,0,0.60189193,0.39810807
137357,1,0.4721405,0.5278595
317097,1,0.40377337,0.59622663
116291,1,0.46357465,0.53642535
57675,1,0.41418463,0.58581537
23727,0,0.58666575,0.41333422
86726,1,0.43388402,0.566116
198315,0,0.76735115,0.23264883
92956,1,0.4027682,0.5972318
177404,0,0.7846994,0.21530062
23149,1,0.3955778,0.6044222
56785,0,0.66403747,0.3359625
197183,1,0.42279637,0.57720363
324131,1,0.48909575,0.51090425
453,1,0.48822808,0.5117719
43875,0,0.68259555,0.31740445
278391,0,0.5650697,0.43493035
167517,1,0.44189298,0.558107
4335,0,0.56740224,0.43259773
127234,0,0.6521911,0.3478089
99137,0,0.6525997,0.34740028
258680,0,0.51913464,0.48086533
136777,0,0.7810623,0.21893771
133967,0,0.82760954,0.17239045
288140,0,0.8913741,0.10862592
266901,0,0.76685643,0.23314357
286331,1,0.32549924,0.67450076
276809,0,0.58213526,0.41786474
221967,0,0.57810056,0.42189944
109247,0,0.576311,0.42368904
164096,0,0.77530193,0.22469807
199010,1,0.3570035,0.6429965
276983,0,0.5807463,0.41925374
120359,0,0.6255302,0.37446982
283234,1,0.43086857,0.56913143
284805,1,0.4572631,0.5427369
32518,1,0.350443,0.649557
71012,0,0.7161816,0.28381842
167940,0,0.6554487,0.34455132
142570,0,0.8388123,0.16118771
67162,0,0.59339136,0.40660864
109642,1,0.4662528,0.5337472
278782,0,0.75687826,0.24312173
191099,1,0.46075332,0.5392467
7565,0,0.51795304,0.482047
160597,0,0.647171,0.352829
215861,1,0.24256271,0.7574373
245646,0,0.6217137,0.3782863
306071,1,0.43015873,0.56984127
232899,0,0.67774606,0.3222539
298305,0,0.51571345,0.48428655
156932,0,0.7981929,0.20180707
116821,0,0.656748,0.343252
246463,1,0.33011395,0.66988605
40357,0,0.7636537,0.23634632
237009,0,0.5000278,0.49997222
157579,0,0.6604271,0.3395729
265898,0,0.6214197,0.37858027
122160,0,0.60285103,0.397149
99672,0,0.5199064,0.4800936
170275,0,0.5046929,0.4953071
205483,0,0.55662274,0.4433773
158984,0,0.799424,0.20057599
170398,1,0.3303193,0.6696807
133968,0,0.50435257,0.49564746
87989,0,0.6042068,0.39579317
18047,1,0.2809627,0.7190373
95985,0,0.67924786,0.32075214
40428,1,0.37726408,0.6227359
311228,1,0.32109493,0.67890507
107455,0,0.608966,0.39103398
196174,1,0.46480364,0.53519636
312734,0,0.7153561,0.2846439
272969,0,0.71678644,0.28321356
1474,1,0.4121238,0.5878762
55702,0,0.58888817,0.4111118
264223,1,0.47680783,0.52319217
273111,0,0.6195854,0.38041463
223779,0,0.5437854,0.4562146
272955,0,0.757593,0.24240701
54465,0,0.707009,0.29299098
8127,0,0.58012676,0.41987324
71680,0,0.64105284,0.35894716
215114,0,0.59504795,0.40495208
812,0,0.7869579,0.21304207
310212,0,0.55446625,0.44553372
202710,1,0.4666394,0.5333606
256612,0,0.6963391,0.30366093
57789,1,0.3347302,0.6652698
241957,0,0.60744977,0.3925502
73043,0,0.6631861,0.33681393
168188,1,0.32564902,0.674351
173045,1,0.4209187,0.5790813
103170,0,0.69960487,0.30039513
133504,0,0.79359627,0.20640375
88499,1,0.35669976,0.64330024
299489,0,0.58776414,0.41223583
86917,0,0.82795393,0.1720461
183383,0,0.6153567,0.38464335
2360,0,0.6608896,0.33911034
50367,0,0.8166698,0.18333015
80865,0,0.7542244,0.2457756
250451,1,0.46320778,0.5367922
8615,1,0.43721402,0.562786
207324,0,0.548725,0.45127502
210426,0,0.74293506,0.25706497
4526,0,0.91129225,0.08870773
174455,0,0.727662,0.27233797
199365,0,0.8133305,0.18666954
19682,0,0.64602023,0.35397977
272391,0,0.69926417,0.30073586
291279,0,0.668824,0.33117598
326973,1,0.3897556,0.6102444
107299,0,0.5485531,0.4514469
299953,1,0.47187138,0.5281286
21652,1,0.3926456,0.6073544
248145,1,0.47693157,0.5230684
156178,0,0.6549514,0.3450486
269621,0,0.5693464,0.43065354
239431,0,0.6448257,0.35517433
310491,0,0.774413,0.22558701
57560,0,0.6247781,0.3752219
47319,1,0.36888278,0.6311172
326508,1,0.44192278,0.5580772
28957,0,0.55444026,0.44555977
66434,0,0.5208296,0.47917038
70919,0,0.8439483,0.15605171
199998,0,0.74356043,0.2564396
125406,0,0.6044073,0.39559272
18569,1,0.36828035,0.63171965
31078,1,0.4191453,0.5808547
70563,0,0.6273742,0.37262583
104085,0,0.7074014,0.2925986
282209,1,0.45225525,0.54774475
133679,0,0.8290439,0.17095608
251601,0,0.5550581,0.44494185
305528,0,0.7979345,0.20206553
1157,0,0.5713664,0.4286336
40387,0,0.5757635,0.42423648
60577,0,0.70883685,0.29116315
47810,1,0.38241625,0.61758375
189971,0,0.7715349,0.2284651
321525,0,0.76001924,0.23998076
233085,1,0.4216854,0.5783146
29720,1,0.3726328,0.6273672
293022,1,0.26908368,0.7309163
138989,0,0.70344025,0.29655975
116450,0,0.5534037,0.44659632
284665,1,0.32885945,0.67114055
128468,0,0.7462945,0.2537055
306702,1,0.44104183,0.5589582
84871,1,0.49396312,0.5060369
130320,0,0.600541,0.39945903
29069,0,0.63035154,0.36964843
67834,1,0.3768177,0.6231823
177853,1,0.3387496,0.6612504
200373,0,0.592436,0.40756398
60736,1,0.3539778,0.6460222
300904,0,0.86780053,0.13219947
93520,0,0.8887229,0.11127709
321290,1,0.4066049,0.5933951
30625,0,0.5590484,0.44095156
118803,0,0.8770386,0.12296137
53981,0,0.7062789,0.29372108
76560,0,0.61553216,0.3844678
330253,1,0.3468576,0.6531424
16576,0,0.7500129,0.24998713
133360,0,0.7559462,0.24405378
266428,1,0.49541956,0.50458044
85933,0,0.5660486,0.43395138
38311,1,0.47412205,0.52587795
106043,0,0.55186796,0.44813204
260134,0,0.8091335,0.19086647
34016,1,0.37821382,0.6217862
63721,0,0.54475796,0.455242
215768,0,0.7973721,0.20262788
232572,1,0.30125487,0.69874513
35874,0,0.661706,0.33829406
184879,1,0.40336597,0.59663403
190391,0,0.5377437,0.4622563
251995,0,0.57614326,0.42385674
223994,0,0.62451005,0.37548992
276389,0,0.5010997,0.49890032
303950,0,0.50494057,0.49505943
120998,0,0.5923723,0.40762773
41334,0,0.6434858,0.3565142
256671,1,0.3284666,0.6715334
30027,0,0.8223315,0.17766851
17642,0,0.63810396,0.36189604
75236,1,0.34624845,0.65375155
108517,1,0.4462198,0.5537802
248100,0,0.5301403,0.4698597
115964,1,0.4866069,0.5133931
139967,0,0.7454272,0.2545728
295109,0,0.830632,0.16936801
175149,0,0.58527994,0.4147201
206682,0,0.59837127,0.4016287
210407,1,0.47282594,0.52717406
71214,1,0.44952983,0.5504702
291777,1,0.4353491,0.5646509
147790,1,0.3929181,0.6070819
241837,0,0.56884813,0.43115184
23600,1,0.40395993,0.59604007
184331,0,0.6564699,0.34353012
149034,0,0.56495434,0.43504566
254643,0,0.5311801,0.46881992
117875,0,0.73714525,0.26285475
142972,0,0.72745895,0.27254105
17615,0,0.6447501,0.35524985
6466,0,0.5165529,0.4834471
26750,0,0.82401943,0.17598055
237476,0,0.63302684,0.36697313
9088,1,0.44416702,0.555833
243593,0,0.53872395,0.46127608
91005,1,0.37590837,0.6240916
310476,0,0.73451716,0.26548284
192619,1,0.48826772,0.5117323
167070,0,0.7524954,0.24750459
36335,1,0.40823656,0.59176344
32429,0,0.6929594,0.30704054
35991,0,0.76100785,0.23899214
319898,0,0.91927224,0.08072777
315904,0,0.8294202,0.17057976
317471,1,0.3704939,0.6295061
168738,1,0.39392215,0.60607785
98167,1,0.42732054,0.57267946
101502,1,0.45707804,0.54292196
121067,0,0.7910411,0.20895891
16163,1,0.48789364,0.51210636
66494,1,0.31567335,0.68432665
272832,0,0.8470645,0.1529355
202263,1,0.4894926,0.5105074
60085,0,0.7420745,0.25792554
306862,0,0.6023196,0.39768037
230299,1,0.42675233,0.5732477
208725,1,0.4073909,0.5926091
223279,1,0.44377965,0.55622035
112911,0,0.7099259,0.29007408
57231,0,0.7501212,0.24987882
141234,1,0.41324848,0.5867515
279284,1,0.44620115,0.55379885
68447,0,0.5003128,0.49968717
210106,0,0.63531685,0.36468318
117136,0,0.67078984,0.32921013
133544,0,0.6810554,0.3189446
4430,1,0.42245358,0.5775464
199137,1,0.42698073,0.57301927
178935,0,0.67597026,0.32402974
4474,0,0.6330826,0.3669174
125599,0,0.57708937,0.42291063
178596,0,0.73849475,0.26150522
326943,0,0.56718063,0.4328194
251989,0,0.7511275,0.2488725
20682,0,0.618899,0.381101
30525,1,0.3596419,0.6403581
143839,0,0.53225183,0.46774814
318019,0,0.60282683,0.39717314
84245,0,0.7073262,0.29267383
65616,0,0.8216054,0.17839463
288696,0,0.704695,0.29530504
281110,1,0.4947037,0.5052963
205160,0,0.6988795,0.30112052
160125,0,0.74076724,0.25923273
146160,1,0.49622273,0.50377727
175588,0,0.5391449,0.4608551
294810,0,0.7742686,0.22573136
61589,0,0.59741217,0.40258783
160980,1,0.4272613,0.5727387
139627,0,0.6092237,0.39077625
137744,1,0.47850257,0.5214974
232637,0,0.77966106,0.22033893
108753,0,0.66442525,0.33557472
32020,1,0.47285128,0.5271487
251755,1,0.33567053,0.66432947
235471,0,0.65181565,0.34818435
242236,1,0.3591981,0.6408019
157436,0,0.55803466,0.44196534
41427,0,0.7426132,0.2573868
55118,1,0.2910626,0.7089374
30976,0,0.7443436,0.25565642
182624,1,0.3098799,0.6901201
318003,0,0.5243691,0.47563085
106160,0,0.66014516,0.3398548
160293,0,0.79886264,0.20113738
56412,0,0.5465834,0.45341662
181351,1,0.42635554,0.57364446
208710,1,0.4613024,0.5386976
109990,0,0.78249836,0.21750166
242483,1,0.39425433,0.6057457
214575,0,0.6321017,0.3678983
121556,1,0.4354698,0.5645302
250186,0,0.8437602,0.15623981
289146,0,0.8078023,0.19219771
115991,0,0.8250953,0.17490472
102689,0,0.5910706,0.4089294
69827,1,0.4333843,0.5666157
39574,0,0.6454344,0.35456565
85528,1,0.43356675,0.56643325
211799,0,0.87868154,0.12131848
39621,1,0.47043818,0.5295618
193932,0,0.6262061,0.3737939
945,0,0.7458398,0.25416023
138190,0,0.5148878,0.48511222
330341,0,0.7775629,0.22243708
41094,0,0.7714876,0.2285124
307905,0,0.7918494,0.20815061
127282,0,0.51289654,0.48710343
218870,1,0.29248583,0.70751417
249252,0,0.73493886,0.2650611
19589,0,0.65754783,0.34245217
142973,0,0.66484606,0.33515394
74390,0,0.8086652,0.1913348
143204,0,0.67990136,0.32009864
46305,0,0.558627,0.441373
204213,0,0.82405233,0.17594767
977,0,0.75148165,0.24851833
288235,0,0.5148491,0.48515087
202032,0,0.64869595,0.35130405
307527,0,0.7583597,0.24164033
219521,0,0.6053991,0.39460093
100712,1,0.41571742,0.5842826
96391,0,0.82096565,0.17903432
193810,0,0.51969826,0.48030174
32189,0,0.8381998,0.1618002
165120,0,0.73525906,0.2647409
89198,1,0.49477756,0.50522244
329305,1,0.3259194,0.6740806
44687,0,0.6489855,0.35101452
211408,1,0.48681885,0.51318115
140298,0,0.7110533,0.2889467
119947,1,0.32262415,0.67737585
28041,0,0.7661508,0.23384924
284914,0,0.5086035,0.4913965
69253,1,0.35043365,0.64956635
237448,1,0.28233105,0.71766895
76441,1,0.2919681,0.7080319
66605,1,0.4199366,0.5800634
256961,0,0.65808946,0.34191054
8650,0,0.5076088,0.49239126
93194,0,0.7850754,0.21492454
131348,1,0.34293264,0.65706736
225409,0,0.5571461,0.44285393
296971,1,0.37916303,0.620837
265130,0,0.53012127,0.46987873
167429,0,0.73759353,0.26240647
279100,1,0.40149498,0.598505
136732,1,0.4458524,0.5541476
145897,1,0.4996462,0.5003538
33804,0,0.8273556,0.17264438
16905,0,0.68880963,0.31119037
313827,0,0.66965985,0.33034015
140280,0,0.60850364,0.39149636
255579,0,0.75476974,0.24523026
270630,0,0.7309493,0.2690507
50095,1,0.4112236,0.5887764
206357,0,0.86902064,0.13097936
329863,0,0.63633335,0.36366668
202963,0,0.8505914,0.1494086
162128,0,0.5129975,0.4870025
230482,1,0.35155976,0.64844024
160021,0,0.7568938,0.24310617
75427,0,0.7605009,0.23949906
81950,1,0.3592233,0.6407767
243140,0,0.52985024,0.4701498
83234,1,0.28635895,0.71364105
85571,0,0.7735486,0.22645141
199873,1,0.32871443,0.67128557
91521,1,0.2478053,0.7521947
281924,1,0.44531828,0.5546817
244363,0,0.6111078,0.38889214
29718,1,0.38763982,0.6123602
14858,0,0.73366797,0.266332
177447,0,0.5454942,0.45450583
176567,0,0.7712444,0.22875558
302603,0,0.62905455,0.37094545
70220,0,0.587765,0.412235
127478,1,0.48300695,0.51699305
329416,1,0.30504137,0.6949586
263935,0,0.79597247,0.20402752
145291,0,0.54462695,0.45537305
115750,0,0.55172724,0.44827276
272875,1,0.4079436,0.5920564
222401,0,0.6248039,0.3751961
309763,0,0.5025765,0.49742353
